proband_id,test_name,phase,trialn,task,pos,dir,switch,cong,f,ans,rsp,rt
4401,switching,predictable,26,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2070
4401,switching,predictable,27,Direction,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,650
4401,switching,predictable,28,Position,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1430
4401,switching,predictable,29,Position,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1081
4401,switching,predictable,30,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2180
4401,switching,predictable,31,Direction,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1030
4401,switching,predictable,32,Position,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1620
4401,switching,predictable,33,Position,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1090
4401,switching,predictable,34,Direction,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,950
4401,switching,predictable,35,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,900
4401,switching,predictable,36,Position,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,3710
4401,switching,predictable,37,Position,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,3810
4401,switching,predictable,38,Direction,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1341
4401,switching,predictable,39,Direction,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2360
4401,switching,predictable,40,Position,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1090
4401,switching,predictable,41,Position,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,2340
4401,switching,predictable,42,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1340
4401,switching,predictable,43,Direction,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,530
4401,switching,predictable,44,Position,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,2450
4401,switching,predictable,45,Position,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,430
4401,switching,predictable,46,Direction,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1870
4401,switching,predictable,47,Direction,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,860
4401,switching,predictable,48,Position,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,2311
4401,switching,predictable,49,Position,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,2260
4401,switching,predictable,50,Direction,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,5360
4401,switching,predictable,51,Direction,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,870
4401,switching,predictable,52,Position,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1030
4401,switching,predictable,53,Position,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,470
4401,switching,predictable,54,Direction,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1400
4401,switching,predictable,55,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,880
4401,switching,predictable,56,Position,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1640
4401,switching,predictable,57,Position,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,540
4401,switching,predictable,58,Direction,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1131
4401,switching,predictable,59,Direction,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2580
4401,switching,predictable,60,Position,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1640
4401,switching,predictable,61,Position,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,490
4401,switching,predictable,62,Direction,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1380
4401,switching,predictable,63,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,580
4401,switching,predictable,64,Position,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1810
4401,switching,predictable,65,Position,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1400
4401,switching,predictable,66,Direction,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1220
4401,switching,predictable,67,Direction,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,970
4401,switching,predictable,68,Position,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1130
4401,switching,predictable,69,Position,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1980
4401,switching,predictable,70,Direction,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1281
4401,switching,predictable,71,Direction,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,390
4401,switching,predictable,72,Position,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1110
4401,switching,predictable,73,Position,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1190
4401,switching,predictable,74,Direction,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,950
4401,switching,predictable,75,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,610
4401,switching,predictable,76,Position,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1350
4401,switching,predictable,77,Position,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1930
4401,switching,predictable,78,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1910
4401,switching,predictable,79,Direction,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,690
4401,switching,predictable,80,Position,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,2180
4401,switching,predictable,81,Position,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,2541
4401,switching,predictable,82,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1980
4401,switching,predictable,83,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,950
4401,switching,predictable,84,Position,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1590
4401,switching,predictable,85,Position,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,580
4401,switching,predictable,86,Direction,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,830
4401,switching,predictable,87,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,630
4401,switching,predictable,88,Position,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1230
4401,switching,predictable,89,Position,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1120
4401,switching,predictable,90,Direction,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1090
4401,switching,predictable,91,Direction,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,790
4401,switching,predictable,92,Position,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,2001
4401,switching,predictable,93,Position,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,2631
4401,switching,predictable,94,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1280
4401,switching,predictable,95,Direction,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,430
4401,switching,predictable,96,Position,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1170
4401,switching,predictable,97,Position,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,2860
4401,switching,predictable,98,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2420
4401,switching,predictable,99,Direction,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1350
4401,switching,predictable,100,Position,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1230
4401,switching,random,0,Position,Right,Right,n/a,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,4300
4401,switching,random,1,Position,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,2850
4401,switching,random,2,Position,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,850
4401,switching,random,3,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1110
4401,switching,random,4,Position,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1860
4401,switching,random,5,Position,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1810
4401,switching,random,6,Position,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1390
4401,switching,random,7,Direction,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,920
4401,switching,random,8,Direction,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1050
4401,switching,random,9,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1160
4401,switching,random,10,Position,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1080
4401,switching,random,11,Position,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1290
4401,switching,random,12,Position,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,3430
4401,switching,random,13,Position,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,810
4401,switching,random,14,Direction,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1250
4401,switching,random,15,Direction,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,890
4401,switching,random,16,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,830
4401,switching,random,17,Position,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1480
4401,switching,random,18,Direction,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1291
4401,switching,random,19,Direction,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1310
4401,switching,random,20,Direction,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,940
4401,switching,random,21,Position,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1790
4401,switching,random,22,Position,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1480
4401,switching,random,23,Direction,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1220
4401,switching,random,24,Position,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1820
4401,switching,random,25,Direction,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,900
4401,switching,random,26,Direction,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,890
4401,switching,random,27,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1230
4401,switching,random,28,Position,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1420
4401,switching,random,29,Direction,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,780
4401,switching,random,30,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,781
4401,switching,random,31,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,680
4401,switching,random,32,Direction,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,910
4401,switching,random,33,Direction,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1261
4401,switching,random,34,Position,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1030
4401,switching,random,35,Direction,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,3950
4401,switching,random,36,Position,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1090
4401,switching,random,37,Position,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,2040
4401,switching,random,38,Position,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,530
4401,switching,random,39,Position,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1250
4401,switching,random,40,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,920
4401,switching,random,41,Position,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,820
4401,switching,random,42,Direction,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,700
4401,switching,random,43,Position,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,2411
4401,switching,random,44,Direction,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,900
4401,switching,random,45,Position,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1490
4401,switching,random,46,Position,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1860
4401,switching,random,47,Position,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,720
4401,switching,random,48,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,4690
4401,switching,random,49,Direction,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,620
4401,switching,random,50,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,970
4401,switching,random,51,Direction,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,960
4401,switching,random,52,Direction,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,670
4401,switching,random,53,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,751
4401,switching,random,54,Position,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,3090
4401,switching,random,55,Position,Left,Left,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1040
4401,switching,random,56,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1790
4401,switching,random,57,Position,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,3460
4401,switching,random,58,Position,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1640
4401,switching,random,59,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,3210
4401,switching,random,60,Position,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1210
4401,switching,random,61,Position,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,721
4401,switching,random,62,Direction,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1190
4401,switching,random,63,Position,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,810
4401,switching,random,64,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2650
4401,switching,random,65,Direction,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,710
4401,switching,random,66,Position,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1240
4401,switching,random,67,Position,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,450
4401,switching,random,68,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1300
4401,switching,random,69,Direction,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1250
4401,switching,random,70,Direction,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,460
4401,switching,random,71,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,630
4401,switching,random,72,Position,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1020
4401,switching,random,73,Position,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1170
4401,switching,random,74,Direction,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,2691
4401,switching,random,75,Position,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1340
4401,switching,random,76,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2590
4401,switching,random,77,Position,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,2000
4401,switching,random,78,Position,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1350
4401,switching,random,79,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2060
4401,switching,random,80,Position,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1690
4401,switching,random,81,Direction,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1900
4401,switching,random,82,Direction,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,480
4401,switching,random,83,Position,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1640
4401,switching,random,84,Direction,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,971
4401,switching,random,85,Direction,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1080
4401,switching,random,86,Position,Left,Right,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1150
4401,switching,random,87,Direction,Right,Right,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1140
4401,switching,random,88,Direction,Right,Right,Non-switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,500
4401,switching,random,89,Position,Right,Left,Switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1100
4401,switching,random,90,Position,Left,Right,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1450
4401,switching,random,91,Position,Right,Left,Non-switch,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1840
4401,switching,random,92,Direction,Left,Left,Switch,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2010
