proband_id,test_name,phase,trialn,matches,ans,symbol1,symbol2,symbol3,rsp,rt
4460,ipcpts,test,143,0,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym2.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym7.bmp,No,0
4460,ipcpts,test,144,3,Yes,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym2.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym7.bmp,Yes,528
4460,ipcpts,test,145,0,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym5.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym0.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym9.bmp,No,0
4460,ipcpts,test,146,1,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym5.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym8.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym4.bmp,No,0
4460,ipcpts,test,147,3,Yes,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym5.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym8.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym4.bmp,No,0
4460,ipcpts,test,148,0,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym2.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym1.bmp,No,0
4460,ipcpts,test,149,0,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym2.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym1.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,No,0
4460,ipcpts,test,150,2,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym3.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym1.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,No,0
4460,ipcpts,test,151,3,Yes,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym3.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym1.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,Yes,508
4460,ipcpts,test,152,1,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym0.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym1.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym7.bmp,No,0
4460,ipcpts,test,153,0,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym5.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym9.bmp,No,0
4460,ipcpts,test,154,3,Yes,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym5.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym9.bmp,Yes,712
4460,ipcpts,test,155,3,Yes,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym5.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym9.bmp,No,0
4460,ipcpts,test,156,0,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym7.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym0.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym8.bmp,No,0
