,overall_ntrials,overall_ncorrect,overall_rt_mean,overall_rt_mean_outrmvd,overall_rt_outrmvd,happy_ntrials,happy_ncorrect,happy_rt_mean,happy_rt_mean_outrmvd,happy_rt_outrmvd,happy_female_ntrials,happy_female_ncorrect,happy_female_rt_mean,happy_female_rt_mean_outrmvd,happy_female_rt_outrmvd,happy_female_strong_ntrials,happy_female_strong_ncorrect,happy_female_strong_rt_mean,happy_female_strong_rt_mean_outrmvd,happy_female_strong_rt_outrmvd,happy_female_weak_ntrials,happy_female_weak_ncorrect,happy_female_weak_rt_mean,happy_female_weak_rt_mean_outrmvd,happy_female_weak_rt_outrmvd,happy_male_ntrials,happy_male_ncorrect,happy_male_rt_mean,happy_male_rt_mean_outrmvd,happy_male_rt_outrmvd,happy_male_strong_ntrials,happy_male_strong_ncorrect,happy_male_strong_rt_mean,happy_male_strong_rt_mean_outrmvd,happy_male_strong_rt_outrmvd,happy_male_weak_ntrials,happy_male_weak_ncorrect,happy_male_weak_rt_mean,happy_male_weak_rt_mean_outrmvd,happy_male_weak_rt_outrmvd,afraid_ntrials,afraid_ncorrect,afraid_rt_mean,afraid_rt_mean_outrmvd,afraid_rt_outrmvd,afraid_female_ntrials,afraid_female_ncorrect,afraid_female_rt_mean,afraid_female_rt_mean_outrmvd,afraid_female_rt_outrmvd,afraid_female_strong_ntrials,afraid_female_strong_ncorrect,afraid_female_strong_rt_mean,afraid_female_strong_rt_mean_outrmvd,afraid_female_strong_rt_outrmvd,afraid_female_weak_ntrials,afraid_female_weak_ncorrect,afraid_female_weak_rt_mean,afraid_female_weak_rt_mean_outrmvd,afraid_female_weak_rt_outrmvd,afraid_male_ntrials,afraid_male_ncorrect,afraid_male_rt_mean,afraid_male_rt_mean_outrmvd,afraid_male_rt_outrmvd,afraid_male_strong_ntrials,afraid_male_strong_ncorrect,afraid_male_strong_rt_mean,afraid_male_strong_rt_mean_outrmvd,afraid_male_strong_rt_outrmvd,afraid_male_weak_ntrials,afraid_male_weak_ncorrect,afraid_male_weak_rt_mean,afraid_male_weak_rt_mean_outrmvd,afraid_male_weak_rt_outrmvd,angry_ntrials,angry_ncorrect,angry_rt_mean,angry_rt_mean_outrmvd,angry_rt_outrmvd,angry_male_ntrials,angry_male_ncorrect,angry_male_rt_mean,angry_male_rt_mean_outrmvd,angry_male_rt_outrmvd,angry_male_weak_ntrials,angry_male_weak_ncorrect,angry_male_weak_rt_mean,angry_male_weak_rt_mean_outrmvd,angry_male_weak_rt_outrmvd,angry_male_strong_ntrials,angry_male_strong_ncorrect,angry_male_strong_rt_mean,angry_male_strong_rt_mean_outrmvd,angry_male_strong_rt_outrmvd,angry_female_ntrials,angry_female_ncorrect,angry_female_rt_mean,angry_female_rt_mean_outrmvd,angry_female_rt_outrmvd,angry_female_weak_ntrials,angry_female_weak_ncorrect,angry_female_weak_rt_mean,angry_female_weak_rt_mean_outrmvd,angry_female_weak_rt_outrmvd,angry_female_strong_ntrials,angry_female_strong_ncorrect,angry_female_strong_rt_mean,angry_female_strong_rt_mean_outrmvd,angry_female_strong_rt_outrmvd,neutral_ntrials,neutral_ncorrect,neutral_rt_mean,neutral_rt_mean_outrmvd,neutral_rt_outrmvd,neutral_female_ntrials,neutral_female_ncorrect,neutral_female_rt_mean,neutral_female_rt_mean_outrmvd,neutral_female_rt_outrmvd,neutral_male_ntrials,neutral_male_ncorrect,neutral_male_rt_mean,neutral_male_rt_mean_outrmvd,neutral_male_rt_outrmvd,sad_ntrials,sad_ncorrect,sad_rt_mean,sad_rt_mean_outrmvd,sad_rt_outrmvd,sad_female_ntrials,sad_female_ncorrect,sad_female_rt_mean,sad_female_rt_mean_outrmvd,sad_female_rt_outrmvd,sad_female_strong_ntrials,sad_female_strong_ncorrect,sad_female_strong_rt_mean,sad_female_strong_rt_mean_outrmvd,sad_female_strong_rt_outrmvd,sad_female_weak_ntrials,sad_female_weak_ncorrect,sad_female_weak_rt_mean,sad_female_weak_rt_mean_outrmvd,sad_female_weak_rt_outrmvd,sad_male_ntrials,sad_male_ncorrect,sad_male_rt_mean,sad_male_rt_mean_outrmvd,sad_male_rt_outrmvd,sad_male_weak_ntrials,sad_male_weak_ncorrect,sad_male_weak_rt_mean,sad_male_weak_rt_mean_outrmvd,sad_male_weak_rt_outrmvd,sad_male_strong_ntrials,sad_male_strong_ncorrect,sad_male_strong_rt_mean,sad_male_strong_rt_mean_outrmvd,sad_male_strong_rt_outrmvd,group
4420,40.0,36.0,1618.19444444,1572.42857143,1.0,8.0,8.0,1505.125,1505.125,0.0,4.0,4.0,1477.75,1477.75,0.0,2.0,2.0,1435.5,1435.5,0.0,2.0,2.0,1520.0,1520.0,0.0,4.0,4.0,1532.5,1532.5,0.0,2.0,2.0,1510.0,1510.0,0.0,2.0,2.0,1555.0,1555.0,0.0,8.0,8.0,1910.125,1910.125,0.0,4.0,4.0,1767.5,1767.5,0.0,2.0,2.0,2010.0,2010.0,0.0,2.0,2.0,1525.0,1525.0,0.0,4.0,4.0,2052.75,2052.75,0.0,2.0,2.0,1475.5,1475.5,0.0,2.0,2.0,2630.0,2630.0,0.0,8.0,7.0,1504.42857143,1504.42857143,0.0,4.0,3.0,1273.33333333,1273.33333333,0.0,2.0,1.0,1340.0,,1.0,2.0,2.0,1240.0,1240.0,0.0,4.0,4.0,1677.75,1677.75,0.0,2.0,2.0,1385.5,1385.5,0.0,2.0,2.0,1970.0,1970.0,0.0,8.0,7.0,1587.42857143,1587.42857143,0.0,4.0,4.0,1487.75,1487.75,0.0,4.0,3.0,1720.33333333,1720.33333333,0.0,8.0,6.0,1548.33333333,1548.33333333,0.0,4.0,3.0,1480.0,1480.0,0.0,2.0,1.0,1900.0,,1.0,2.0,2.0,1270.0,1270.0,0.0,4.0,3.0,1616.66666667,1616.66666667,0.0,2.0,1.0,1540.0,,1.0,2.0,2.0,1655.0,1655.0,0.0,0.0
4421,40.0,36.0,1427.33333333,1427.33333333,0.0,8.0,8.0,1232.5,1232.5,0.0,4.0,4.0,1242.5,1242.5,0.0,2.0,2.0,1250.0,1250.0,0.0,2.0,2.0,1235.0,1235.0,0.0,4.0,4.0,1222.5,1222.5,0.0,2.0,2.0,1400.0,1400.0,0.0,2.0,2.0,1045.0,1045.0,0.0,8.0,7.0,1643.0,1643.0,0.0,4.0,3.0,1840.0,1840.0,0.0,2.0,2.0,1675.0,1675.0,0.0,2.0,1.0,2170.0,,1.0,4.0,4.0,1495.25,1495.25,0.0,2.0,2.0,1465.5,1465.5,0.0,2.0,2.0,1525.0,1525.0,0.0,8.0,7.0,1507.28571429,1507.28571429,0.0,4.0,3.0,1507.0,1507.0,0.0,2.0,1.0,2011.0,,1.0,2.0,2.0,1255.0,1255.0,0.0,4.0,4.0,1507.5,1507.5,0.0,2.0,2.0,2220.0,2220.0,0.0,2.0,2.0,795.0,795.0,0.0,8.0,8.0,1460.125,1460.125,0.0,4.0,4.0,1352.75,1352.75,0.0,4.0,4.0,1567.5,1567.5,0.0,8.0,6.0,1298.5,1298.5,0.0,4.0,4.0,1417.75,1417.75,0.0,2.0,2.0,1575.0,1575.0,0.0,2.0,2.0,1260.5,1260.5,0.0,4.0,2.0,1060.0,1060.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1060.0,1060.0,0.0,0.0
4422,40.0,33.0,2540.48484848,2540.48484848,0.0,8.0,8.0,2488.75,2488.75,0.0,4.0,4.0,2092.5,2092.5,0.0,2.0,2.0,2255.0,2255.0,0.0,2.0,2.0,1930.0,1930.0,0.0,4.0,4.0,2885.0,2885.0,0.0,2.0,2.0,2410.0,2410.0,0.0,2.0,2.0,3360.0,3360.0,0.0,8.0,4.0,2908.0,2908.0,0.0,4.0,2.0,2230.5,2230.5,0.0,2.0,1.0,2471.0,,1.0,2.0,1.0,1990.0,,1.0,4.0,2.0,3585.5,3585.5,0.0,2.0,1.0,4531.0,,1.0,2.0,1.0,2640.0,,1.0,8.0,7.0,3116.14285714,3116.14285714,0.0,4.0,3.0,3700.66666667,3700.66666667,0.0,2.0,1.0,5182.0,,1.0,2.0,2.0,2960.0,2960.0,0.0,4.0,4.0,2677.75,2677.75,0.0,2.0,2.0,2485.5,2485.5,0.0,2.0,2.0,2870.0,2870.0,0.0,8.0,8.0,2742.5,2742.5,0.0,4.0,4.0,2182.5,2182.5,0.0,4.0,4.0,3302.5,3302.5,0.0,8.0,6.0,1423.5,1423.5,0.0,4.0,3.0,1593.33333333,1593.33333333,0.0,2.0,1.0,1500.0,,1.0,2.0,2.0,1640.0,1640.0,0.0,4.0,3.0,1253.66666667,1253.66666667,0.0,2.0,2.0,1245.5,1245.5,0.0,2.0,1.0,1270.0,,1.0,0.0
4423,40.0,32.0,2691.71875,2691.71875,0.0,8.0,7.0,3248.85714286,3248.85714286,0.0,4.0,4.0,3870.5,3870.5,0.0,2.0,2.0,4430.5,4430.5,0.0,2.0,2.0,3310.5,3310.5,0.0,4.0,3.0,2420.0,2420.0,0.0,2.0,2.0,2545.0,2545.0,0.0,2.0,1.0,2170.0,,1.0,8.0,6.0,2683.5,2683.5,0.0,4.0,3.0,3140.0,3140.0,0.0,2.0,1.0,2600.0,,1.0,2.0,2.0,3410.0,3410.0,0.0,4.0,3.0,2227.0,2227.0,0.0,2.0,2.0,1850.0,1850.0,0.0,2.0,1.0,2981.0,,1.0,8.0,7.0,2193.0,2193.0,0.0,4.0,3.0,1913.33333333,1913.33333333,0.0,2.0,1.0,2820.0,,1.0,2.0,2.0,1460.0,1460.0,0.0,4.0,4.0,2402.75,2402.75,0.0,2.0,2.0,2540.5,2540.5,0.0,2.0,2.0,2265.0,2265.0,0.0,8.0,7.0,3312.85714286,3312.85714286,0.0,4.0,3.0,1766.66666667,1766.66666667,0.0,4.0,4.0,4472.5,4472.5,0.0,8.0,5.0,1750.2,1750.2,0.0,4.0,3.0,1867.0,1867.0,0.0,2.0,2.0,1855.5,1855.5,0.0,2.0,1.0,1890.0,,1.0,4.0,2.0,1575.0,1575.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1575.0,1575.0,0.0,1.0
4424,40.0,36.0,3089.11111111,2955.08571429,1.0,8.0,8.0,2587.625,2587.625,0.0,4.0,4.0,2690.25,2690.25,0.0,2.0,2.0,2200.5,2200.5,0.0,2.0,2.0,3180.0,3180.0,0.0,4.0,4.0,2485.0,2485.0,0.0,2.0,2.0,2420.0,2420.0,0.0,2.0,2.0,2550.0,2550.0,0.0,8.0,7.0,3634.71428571,3634.71428571,0.0,4.0,3.0,3133.33333333,3133.33333333,0.0,2.0,1.0,3430.0,,1.0,2.0,2.0,2985.0,2985.0,0.0,4.0,4.0,4010.75,4010.75,0.0,2.0,2.0,3821.0,3821.0,0.0,2.0,2.0,4200.5,4200.5,0.0,8.0,6.0,3100.0,3100.0,0.0,4.0,2.0,2420.0,2420.0,0.0,2.0,0.0,,,0.0,2.0,2.0,2420.0,2420.0,0.0,4.0,4.0,3440.0,3440.0,0.0,2.0,2.0,4600.0,4600.0,0.0,2.0,2.0,2280.0,2280.0,0.0,8.0,8.0,2976.375,2976.375,0.0,4.0,4.0,2800.25,2800.25,0.0,4.0,4.0,3152.5,3152.5,0.0,8.0,7.0,3236.14285714,3236.14285714,0.0,4.0,4.0,4050.5,4050.5,0.0,2.0,2.0,3025.5,3025.5,0.0,2.0,2.0,5075.5,5075.5,0.0,4.0,3.0,2150.33333333,2150.33333333,0.0,2.0,1.0,1731.0,,1.0,2.0,2.0,2360.0,2360.0,0.0,1.0
4425,40.0,23.0,4695.91304348,4695.91304348,0.0,8.0,6.0,4490.5,4490.5,0.0,4.0,3.0,4651.0,4651.0,0.0,2.0,2.0,5046.0,5046.0,0.0,2.0,1.0,3861.0,,1.0,4.0,3.0,4330.0,4330.0,0.0,2.0,2.0,3015.0,3015.0,0.0,2.0,1.0,6960.0,,1.0,8.0,6.0,4983.33333333,4983.33333333,0.0,4.0,3.0,4516.66666667,4516.66666667,0.0,2.0,2.0,4655.0,4655.0,0.0,2.0,1.0,4240.0,,1.0,4.0,3.0,5450.0,5450.0,0.0,2.0,1.0,6640.0,,1.0,2.0,2.0,4855.0,4855.0,0.0,8.0,5.0,4372.2,4372.2,0.0,4.0,2.0,4670.5,4670.5,0.0,2.0,0.0,,,0.0,2.0,2.0,4670.5,4670.5,0.0,4.0,3.0,4173.33333333,4173.33333333,0.0,2.0,1.0,4410.0,,1.0,2.0,2.0,4055.0,4055.0,0.0,8.0,3.0,4890.66666667,4890.66666667,0.0,4.0,2.0,3120.5,3120.5,0.0,4.0,1.0,8431.0,,1.0,8.0,3.0,4876.66666667,4876.66666667,0.0,4.0,2.0,3610.0,3610.0,0.0,2.0,1.0,2950.0,,1.0,2.0,1.0,4270.0,,1.0,4.0,1.0,7410.0,,1.0,2.0,1.0,7410.0,,1.0,2.0,0.0,,,0.0,0.0
4426,40.0,30.0,3647.53333333,3647.53333333,0.0,8.0,8.0,2637.5,2637.5,0.0,4.0,4.0,2845.0,2845.0,0.0,2.0,2.0,3105.0,3105.0,0.0,2.0,2.0,2585.0,2585.0,0.0,4.0,4.0,2430.0,2430.0,0.0,2.0,2.0,2755.0,2755.0,0.0,2.0,2.0,2105.0,2105.0,0.0,8.0,5.0,5650.2,5650.2,0.0,4.0,3.0,4200.33333333,4200.33333333,0.0,2.0,1.0,3601.0,,1.0,2.0,2.0,4500.0,4500.0,0.0,4.0,2.0,7825.0,7825.0,0.0,2.0,1.0,6860.0,,1.0,2.0,1.0,8790.0,,1.0,8.0,6.0,3652.0,3652.0,0.0,4.0,3.0,4210.66666667,4210.66666667,0.0,2.0,2.0,5435.5,5435.5,0.0,2.0,1.0,1761.0,,1.0,4.0,3.0,3093.33333333,3093.33333333,0.0,2.0,1.0,3430.0,,1.0,2.0,2.0,2925.0,2925.0,0.0,8.0,6.0,2868.33333333,2868.33333333,0.0,4.0,4.0,2650.0,2650.0,0.0,4.0,2.0,3305.0,3305.0,0.0,8.0,5.0,4190.6,4190.6,0.0,4.0,3.0,4170.33333333,4170.33333333,0.0,2.0,1.0,3651.0,,1.0,2.0,2.0,4430.0,4430.0,0.0,4.0,2.0,4221.0,4221.0,0.0,2.0,1.0,3741.0,,1.0,2.0,1.0,4701.0,,1.0,0.0
4427,40.0,29.0,2657.4137931,2657.4137931,0.0,8.0,8.0,2780.125,2780.125,0.0,4.0,4.0,3120.0,3120.0,0.0,2.0,2.0,2810.0,2810.0,0.0,2.0,2.0,3430.0,3430.0,0.0,4.0,4.0,2440.25,2440.25,0.0,2.0,2.0,2770.0,2770.0,0.0,2.0,2.0,2110.5,2110.5,0.0,8.0,4.0,3577.75,3577.75,0.0,4.0,2.0,4770.5,4770.5,0.0,2.0,1.0,4530.0,,1.0,2.0,1.0,5011.0,,1.0,4.0,2.0,2385.0,2385.0,0.0,2.0,2.0,2385.0,2385.0,0.0,2.0,0.0,,,0.0,8.0,5.0,2502.4,2502.4,0.0,4.0,2.0,2775.0,2775.0,0.0,2.0,0.0,,,0.0,2.0,2.0,2775.0,2775.0,0.0,4.0,3.0,2320.66666667,2320.66666667,0.0,2.0,2.0,2536.0,2536.0,0.0,2.0,1.0,1890.0,,1.0,8.0,7.0,2357.28571429,2357.28571429,0.0,4.0,3.0,2096.66666667,2096.66666667,0.0,4.0,4.0,2552.75,2552.75,0.0,8.0,5.0,2300.0,2300.0,0.0,4.0,3.0,2586.66666667,2586.66666667,0.0,2.0,1.0,3340.0,,1.0,2.0,2.0,2210.0,2210.0,0.0,4.0,2.0,1870.0,1870.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1870.0,1870.0,0.0,1.0
4428,40.0,27.0,4191.07407407,4191.07407407,0.0,8.0,7.0,4377.42857143,4377.42857143,0.0,4.0,4.0,4390.25,4390.25,0.0,2.0,2.0,3370.5,3370.5,0.0,2.0,2.0,5410.0,5410.0,0.0,4.0,3.0,4360.33333333,4360.33333333,0.0,2.0,2.0,3665.5,3665.5,0.0,2.0,1.0,5750.0,,1.0,8.0,7.0,4497.57142857,4497.57142857,0.0,4.0,3.0,3913.66666667,3913.66666667,0.0,2.0,1.0,1660.0,,1.0,2.0,2.0,5040.5,5040.5,0.0,4.0,4.0,4935.5,4935.5,0.0,2.0,2.0,3630.5,3630.5,0.0,2.0,2.0,6240.5,6240.5,0.0,8.0,2.0,3920.0,3920.0,0.0,4.0,1.0,3460.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,3460.0,,1.0,4.0,1.0,4380.0,,1.0,2.0,1.0,4380.0,,1.0,2.0,0.0,,,0.0,8.0,6.0,4168.66666667,4168.66666667,0.0,4.0,4.0,3602.75,3602.75,0.0,4.0,2.0,5300.5,5300.5,0.0,8.0,5.0,3636.4,3636.4,0.0,4.0,2.0,4190.5,4190.5,0.0,2.0,2.0,4190.5,4190.5,0.0,2.0,0.0,,,0.0,4.0,3.0,3267.0,3267.0,0.0,2.0,1.0,4121.0,,1.0,2.0,2.0,2840.0,2840.0,0.0,0.0
4429,40.0,26.0,2114.38461538,2114.38461538,0.0,8.0,7.0,2433.14285714,2433.14285714,0.0,4.0,3.0,3504.0,3504.0,0.0,2.0,2.0,3090.5,3090.5,0.0,2.0,1.0,4331.0,,1.0,4.0,4.0,1630.0,1630.0,0.0,2.0,2.0,1705.0,1705.0,0.0,2.0,2.0,1555.0,1555.0,0.0,8.0,5.0,2756.2,2756.2,0.0,4.0,2.0,2570.5,2570.5,0.0,2.0,1.0,2101.0,,1.0,2.0,1.0,3040.0,,1.0,4.0,3.0,2880.0,2880.0,0.0,2.0,2.0,3225.0,3225.0,0.0,2.0,1.0,2190.0,,1.0,8.0,7.0,1411.42857143,1411.42857143,0.0,4.0,3.0,1716.66666667,1716.66666667,0.0,2.0,1.0,3010.0,,1.0,2.0,2.0,1070.0,1070.0,0.0,4.0,4.0,1182.5,1182.5,0.0,2.0,2.0,1370.0,1370.0,0.0,2.0,2.0,995.0,995.0,0.0,8.0,5.0,2200.2,2200.2,0.0,4.0,3.0,2460.33333333,2460.33333333,0.0,4.0,2.0,1810.0,1810.0,0.0,8.0,2.0,1640.0,1640.0,0.0,4.0,1.0,2660.0,,1.0,2.0,1.0,2660.0,,1.0,2.0,0.0,,,0.0,4.0,1.0,620.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,620.0,,1.0,1.0
4430,40.0,36.0,1966.47222222,1869.51428571,1.0,8.0,8.0,2150.125,2150.125,0.0,4.0,4.0,1800.25,1800.25,0.0,2.0,2.0,1950.5,1950.5,0.0,2.0,2.0,1650.0,1650.0,0.0,4.0,4.0,2500.0,2500.0,0.0,2.0,2.0,1505.0,1505.0,0.0,2.0,2.0,3495.0,3495.0,0.0,8.0,7.0,1941.42857143,1941.42857143,0.0,4.0,3.0,2330.0,2330.0,0.0,2.0,2.0,2515.0,2515.0,0.0,2.0,1.0,1960.0,,1.0,4.0,4.0,1650.0,1650.0,0.0,2.0,2.0,1760.0,1760.0,0.0,2.0,2.0,1540.0,1540.0,0.0,8.0,6.0,1618.33333333,1618.33333333,0.0,4.0,3.0,1806.66666667,1806.66666667,0.0,2.0,1.0,2500.0,,1.0,2.0,2.0,1460.0,1460.0,0.0,4.0,3.0,1430.0,1430.0,0.0,2.0,2.0,1350.0,1350.0,0.0,2.0,1.0,1590.0,,1.0,8.0,8.0,1912.5,1912.5,0.0,4.0,4.0,1945.0,1945.0,0.0,4.0,4.0,1880.0,1880.0,0.0,8.0,7.0,2141.71428571,2141.71428571,0.0,4.0,4.0,2195.25,2195.25,0.0,2.0,2.0,2365.5,2365.5,0.0,2.0,2.0,2025.0,2025.0,0.0,4.0,3.0,2070.33333333,2070.33333333,0.0,2.0,1.0,500.0,,1.0,2.0,2.0,2855.5,2855.5,0.0,0.0
4432,40.0,32.0,1378.875,1319.12903226,1.0,8.0,7.0,1610.28571429,1610.28571429,0.0,4.0,4.0,1375.25,1375.25,0.0,2.0,2.0,1015.0,1015.0,0.0,2.0,2.0,1735.5,1735.5,0.0,4.0,3.0,1923.66666667,1923.66666667,0.0,2.0,1.0,1360.0,,1.0,2.0,2.0,2205.5,2205.5,0.0,8.0,6.0,1021.83333333,1021.83333333,0.0,4.0,3.0,1056.66666667,1056.66666667,0.0,2.0,1.0,1120.0,,1.0,2.0,2.0,1025.0,1025.0,0.0,4.0,3.0,987.0,987.0,0.0,2.0,2.0,750.0,750.0,0.0,2.0,1.0,1461.0,,1.0,8.0,5.0,1390.0,1390.0,0.0,4.0,3.0,1213.33333333,1213.33333333,0.0,2.0,1.0,1420.0,,1.0,2.0,2.0,1110.0,1110.0,0.0,4.0,2.0,1655.0,1655.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1655.0,1655.0,0.0,8.0,7.0,1454.28571429,1454.28571429,0.0,4.0,4.0,1410.0,1410.0,0.0,4.0,3.0,1513.33333333,1513.33333333,0.0,8.0,7.0,1370.14285714,1370.14285714,0.0,4.0,4.0,1507.5,1507.5,0.0,2.0,2.0,1440.0,1440.0,0.0,2.0,2.0,1575.0,1575.0,0.0,4.0,3.0,1187.0,1187.0,0.0,2.0,1.0,1521.0,,1.0,2.0,2.0,1020.0,1020.0,0.0,0.0
4433,40.0,29.0,3459.51724138,3459.51724138,0.0,8.0,8.0,3753.875,3753.875,0.0,4.0,4.0,4972.5,4972.5,0.0,2.0,2.0,4825.0,4825.0,0.0,2.0,2.0,5120.0,5120.0,0.0,4.0,4.0,2535.25,2535.25,0.0,2.0,2.0,1825.5,1825.5,0.0,2.0,2.0,3245.0,3245.0,0.0,8.0,7.0,3596.28571429,3596.28571429,0.0,4.0,3.0,4257.33333333,4257.33333333,0.0,2.0,1.0,2570.0,,1.0,2.0,2.0,5101.0,5101.0,0.0,4.0,4.0,3100.5,3100.5,0.0,2.0,2.0,2906.0,2906.0,0.0,2.0,2.0,3295.0,3295.0,0.0,8.0,5.0,3400.2,3400.2,0.0,4.0,2.0,2150.0,2150.0,0.0,2.0,0.0,,,0.0,2.0,2.0,2150.0,2150.0,0.0,4.0,3.0,4233.66666667,4233.66666667,0.0,2.0,1.0,3310.0,,1.0,2.0,2.0,4695.5,4695.5,0.0,8.0,6.0,2815.0,2815.0,0.0,4.0,4.0,2502.5,2502.5,0.0,4.0,2.0,3440.0,3440.0,0.0,8.0,3.0,3743.33333333,3743.33333333,0.0,4.0,0.0,,,0.0,2.0,0.0,,,0.0,2.0,0.0,,,0.0,4.0,3.0,3743.33333333,3743.33333333,0.0,2.0,1.0,2270.0,,1.0,2.0,2.0,4480.0,4480.0,0.0,1.0
4434,40.0,37.0,1180.32432432,1180.32432432,0.0,8.0,8.0,1298.75,1298.75,0.0,4.0,4.0,1245.0,1245.0,0.0,2.0,2.0,1285.0,1285.0,0.0,2.0,2.0,1205.0,1205.0,0.0,4.0,4.0,1352.5,1352.5,0.0,2.0,2.0,1135.0,1135.0,0.0,2.0,2.0,1570.0,1570.0,0.0,8.0,8.0,1145.0,1145.0,0.0,4.0,4.0,1187.5,1187.5,0.0,2.0,2.0,1610.0,1610.0,0.0,2.0,2.0,765.0,765.0,0.0,4.0,4.0,1102.5,1102.5,0.0,2.0,2.0,1165.0,1165.0,0.0,2.0,2.0,1040.0,1040.0,0.0,8.0,7.0,1000.0,1000.0,0.0,4.0,3.0,973.333333333,973.333333333,0.0,2.0,1.0,1060.0,,1.0,2.0,2.0,930.0,930.0,0.0,4.0,4.0,1020.0,1020.0,0.0,2.0,2.0,1095.0,1095.0,0.0,2.0,2.0,945.0,945.0,0.0,8.0,8.0,1442.75,1442.75,0.0,4.0,4.0,1415.5,1415.5,0.0,4.0,4.0,1470.0,1470.0,0.0,8.0,6.0,930.0,930.0,0.0,4.0,3.0,1056.66666667,1056.66666667,0.0,2.0,2.0,1090.0,1090.0,0.0,2.0,1.0,990.0,,1.0,4.0,3.0,803.333333333,803.333333333,0.0,2.0,2.0,775.0,775.0,0.0,2.0,1.0,860.0,,1.0,0.0
4435,40.0,36.0,2743.80555556,2607.31428571,1.0,8.0,8.0,2123.75,2123.75,0.0,4.0,4.0,2127.5,2127.5,0.0,2.0,2.0,1590.0,1590.0,0.0,2.0,2.0,2665.0,2665.0,0.0,4.0,4.0,2120.0,2120.0,0.0,2.0,2.0,1585.0,1585.0,0.0,2.0,2.0,2655.0,2655.0,0.0,8.0,8.0,3370.25,3370.25,0.0,4.0,4.0,3790.5,3790.5,0.0,2.0,2.0,4891.0,4891.0,0.0,2.0,2.0,2690.0,2690.0,0.0,4.0,4.0,2950.0,2950.0,0.0,2.0,2.0,2435.0,2435.0,0.0,2.0,2.0,3465.0,3465.0,0.0,8.0,7.0,3261.71428571,3261.71428571,0.0,4.0,3.0,3186.66666667,3186.66666667,0.0,2.0,1.0,2300.0,,1.0,2.0,2.0,3630.0,3630.0,0.0,4.0,4.0,3318.0,3318.0,0.0,2.0,2.0,2760.5,2760.5,0.0,2.0,2.0,3875.5,3875.5,0.0,8.0,7.0,2253.14285714,2253.14285714,0.0,4.0,4.0,2520.5,2520.5,0.0,4.0,3.0,1896.66666667,1896.66666667,0.0,8.0,6.0,2703.5,2703.5,0.0,4.0,2.0,3620.0,3620.0,0.0,2.0,1.0,6210.0,,1.0,2.0,1.0,1030.0,,1.0,4.0,4.0,2245.25,2245.25,0.0,2.0,2.0,2130.5,2130.5,0.0,2.0,2.0,2360.0,2360.0,0.0,1.0
4436,40.0,36.0,2666.05555556,2666.05555556,0.0,8.0,8.0,1747.625,1747.625,0.0,4.0,4.0,1832.75,1832.75,0.0,2.0,2.0,1960.0,1960.0,0.0,2.0,2.0,1705.5,1705.5,0.0,4.0,4.0,1662.5,1662.5,0.0,2.0,2.0,1880.0,1880.0,0.0,2.0,2.0,1445.0,1445.0,0.0,8.0,8.0,2889.0,2889.0,0.0,4.0,4.0,3295.5,3295.5,0.0,2.0,2.0,4280.5,4280.5,0.0,2.0,2.0,2310.5,2310.5,0.0,4.0,4.0,2482.5,2482.5,0.0,2.0,2.0,2150.0,2150.0,0.0,2.0,2.0,2815.0,2815.0,0.0,8.0,7.0,3070.14285714,3070.14285714,0.0,4.0,3.0,3476.66666667,3476.66666667,0.0,2.0,1.0,4420.0,,1.0,2.0,2.0,3005.0,3005.0,0.0,4.0,4.0,2765.25,2765.25,0.0,2.0,2.0,3735.0,3735.0,0.0,2.0,2.0,1795.5,1795.5,0.0,8.0,7.0,3144.71428571,3144.71428571,0.0,4.0,3.0,4203.66666667,4203.66666667,0.0,4.0,4.0,2350.5,2350.5,0.0,8.0,6.0,2563.5,2563.5,0.0,4.0,2.0,3145.5,3145.5,0.0,2.0,2.0,3145.5,3145.5,0.0,2.0,0.0,,,0.0,4.0,4.0,2272.5,2272.5,0.0,2.0,2.0,2520.0,2520.0,0.0,2.0,2.0,2025.0,2025.0,0.0,0.0
